episode,seed,query_number,proposal_index,success,failure_code,graph_unavailable_type,risk,features_available,selected_and_executed,tau,equiv_pldn,conc_dfnb,temperature,executed_no_HVI,executed_HV_increment,source_relative_path,source_sha256
test_uq_esopt_5104,5104,27,0,True,,,0.060476742684841156,True,True,0.65,4.8,0.45,55,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query026_proposal0/candidate.json,d48760ff3ee356c8d12be77814c6a95faac866360d65b6bab406a19407f17e79
test_uq_esopt_5104,5104,28,0,True,,,0.05254408344626427,True,True,1.2,3,0.25,75,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query027_proposal0/candidate.json,8f78a964b50c1f74f4f49b850d6026badffac9a99319d425f9de9c2bbaabc289
test_uq_esopt_5104,5104,29,0,True,,,0.16658475995063782,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query028_proposal0/candidate.json,ed0ca2f974d896145b7a85f4eeb22954e6f8b89a38e69d44aa5eec6e7d8cce2b
test_uq_esopt_5104,5104,30,0,True,,,0.4353945851325989,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query029_proposal0/candidate.json,14797924e457cd4a9ebb6cea70fc2c000b0ce93b3a55baad12e21c85b8f42ade
test_uq_esopt_5104,5104,31,0,True,,,0.37447524070739746,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query030_proposal0/candidate.json,e62ed9e74d2381f853c2c3897f95a6f70cd1362f78679c07be7f6088f811af81
test_uq_esopt_5104,5104,32,0,True,,,0.038042761385440826,True,True,0.8,4.5,0.45,60,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query031_proposal0/candidate.json,6ca75ebead29d7a0b6054813870199dd235ed484afc5b5af7c27593aecbeb0a0
test_uq_esopt_5104,5104,33,0,True,,,0.16751961410045624,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query032_proposal0/candidate.json,27703b32968cb7f7bf59338006cb7133e59358701c6b9c7d161f774826944702
test_uq_esopt_5104,5104,34,0,True,,,0.047932811081409454,True,True,1.0,4,0.4,45,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query033_proposal0/candidate.json,050ba07caa05d7e8e572b50e16a30a251edf22af7a69271268d4aa681a188e34
test_uq_esopt_5104,5104,35,0,True,,,0.05427088588476181,True,True,1.5,3,0.3,80,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query034_proposal0/candidate.json,7a13841801c839b8357f2588bf2cca283c868206d50b573214d55f6d169d8009
test_uq_esopt_5104,5104,36,0,True,,,0.04081358760595322,True,True,0.6,3,0.25,60,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query035_proposal0/candidate.json,ca935ef5b494cf3ac689dfdd28359027f9bf22b3edfc4c8df73aacd2142ef476
test_uq_esopt_5104,5104,37,0,True,,,0.17761796712875366,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query036_proposal0/candidate.json,255462f6c3dc6266217f253ba220efb019de2817ca079ec0c74648db2767f92d
test_uq_esopt_5104,5104,38,0,True,,,0.20176449418067932,True,True,0.6,4.5,0.45,50,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query037_proposal0/candidate.json,762170af25b3a1492f650e871663ed976eb59b1ed5b6398b7a3fbe5dea639045
test_uq_esopt_5104,5104,39,0,True,,,0.08646272867918015,True,True,1.2,2,0.35,70,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query038_proposal0/candidate.json,847de1a7254901a56478c0096328fb68b1c1b86d1429b3941f3ce3544b60efc9
test_uq_esopt_5104,5104,40,0,True,,,0.2118816077709198,True,True,1.2,4.5,0.45,50,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query039_proposal0/candidate.json,48d0f1c7e1c4ba5a43a841e0bb4ee85054cf9392bb1fdb7a8aaffe960be7f719
test_uq_esopt_5104,5104,41,0,True,,,0.5783320665359497,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query040_proposal0/candidate.json,d6d88580705f84390b755d5e2aa73f6ad34740af6ad86203f45e37fec0b7d7fa
test_uq_esopt_5104,5104,41,1,True,,,0.5783320665359497,True,False,0.5,5,0.5,30,,,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query040_proposal1/candidate.json,68243a143e32f47b963d442d388c6ecbb431775a3ab2eea362aad75716c291c0
test_uq_esopt_5104,5104,42,0,True,,,0.1156022772192955,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query041_proposal0/candidate.json,1d884ba3127a758f91229289465b48e9aee223682c2fba0f6c20d2feb6532ede
test_uq_esopt_5104,5104,43,0,True,,,0.06414730846881866,True,True,1.0,3.0,0.3,60,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query042_proposal0/candidate.json,226a791d424179be90f38794158846fbf44d5d5cd254a7a00c14374ff4784b3e
test_uq_esopt_5104,5104,44,0,True,,,0.09215378761291504,True,True,0.7,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query043_proposal0/candidate.json,43b6046edd65ec94eb50ff29663e6511ed94330908a9c4d95998e4c5187d6632
test_uq_esopt_5104,5104,45,0,True,,,0.1822245866060257,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query044_proposal0/candidate.json,0a816b919756a93aa58d9f6721e7dd113a61aeedf32e5e0dd03ec2e652d593ec
test_uq_esopt_5104,5104,46,0,True,,,0.10404549539089203,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query045_proposal0/candidate.json,2a4284d149ecb5d604ed84dc66e0ecb70375cca8fb08273b803cd137f4470ff5
test_uq_esopt_5104,5104,47,0,True,,,0.054962705820798874,True,True,1.5,3,0.3,80,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query046_proposal0/candidate.json,eb5bf3a5d0bd55d47663590ef2e0ff3e58382d30238ee70fe4f67da64a4bca2a
test_uq_esopt_5104,5104,48,0,True,,,0.06908294558525085,True,True,1.0,4,0.3,40,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query047_proposal0/candidate.json,ee94c638c48cc63aaeaf07c0ff702340b5fbe6662707b047aed274db3ab9227e
test_uq_esopt_5104,5104,49,0,True,,,0.18595153093338013,True,True,0.6,4,0.45,40,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query048_proposal0/candidate.json,be205b9696fada237c8437352f23199ad403323b9f6e5d2c446b0dd57aec8812
test_uq_esopt_5104,5104,50,0,True,,,0.18234014511108398,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query049_proposal0/candidate.json,725cd3197182fe483c2d88d28b2ae3fbd35bf09b2adaa26c469cb5070cbbe871
test_uq_esopt_5105,5105,6,0,True,,UnsupportedAttribution,,False,False,0.6,4.5,0.45,85,,,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query005_proposal0/candidate.json,5029bd360b6038667704cb63f215e0be048a738db89209a34b3ed410542e9b91
test_uq_esopt_5105,5105,6,1,True,,,0.4834432005882263,True,True,1.5,2.5,0.4,85,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query005_proposal1/candidate.json,3918735e2960a1777af5758efe559fb19c7dacee51792de7a3eae94e128f0e24
test_uq_esopt_5105,5105,7,0,True,,,0.6017998456954956,True,True,1.1,2.8,0.42,88,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query006_proposal0/candidate.json,f8b570ccc78dfe74452a8587b1a1bbb801ecd72301f24766c8550b24e29ee04d
test_uq_esopt_5105,5105,7,1,True,,,0.622496485710144,True,False,1.2,4.5,0.45,95,,,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query006_proposal1/candidate.json,a91c4e811db1b8d9750e1e643bf8cc922bdbd632d411d1feef4140c09299da61
test_uq_esopt_5105,5105,8,0,True,,,0.38836225867271423,True,True,0.6,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query007_proposal0/candidate.json,f00718095c9366900e0b140dc3262cfefa5a7a8a44835bc31d4c34a49f92cbc2
test_uq_esopt_5105,5105,9,0,True,,,0.5604515671730042,True,False,0.75,3.5,0.45,65,,,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query008_proposal0/candidate.json,bbbd2cfd05d7088a777d27a9f313b37da2d322cb7a0a8bd38c5e2cdf7a12cbb2
test_uq_esopt_5105,5105,9,1,True,,,0.43686211109161377,True,True,1.5,3.5,0.35,65,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query008_proposal1/candidate.json,269080744353b69ea531638f33022993afd0ec67cab26719a4c4a3673b17fe0b
test_uq_esopt_5105,5105,10,0,True,,,0.22404071688652039,True,True,1.0,4,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query009_proposal0/candidate.json,e9345b1e9852d5cada790d685774456c3dd2ea7ef1a7b00fa5d8a9752d5bbee7
test_uq_esopt_5105,5105,11,0,True,,,0.2269272655248642,True,True,0.8,4.5,0.48,35,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query010_proposal0/candidate.json,be9b859a8e5f2401c9e9da3cdf8b6106a49dfb50c2ff8f73afa101562ec0c1b7
test_uq_esopt_5105,5105,12,0,True,,,0.49481040239334106,True,True,0.6,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query011_proposal0/candidate.json,102e6181bfdf56930819c072682558bf29c779045073fb56945f12c2d9a2b368
test_uq_esopt_5105,5105,13,0,True,,,0.4110301733016968,True,True,0.55,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query012_proposal0/candidate.json,fb1e6dc5f20ad8ff3b17ce613f7a41b6921a25b25736a4e5f8f654689225e610
test_uq_esopt_5105,5105,14,0,True,,,0.11662491410970688,True,True,0.55,4.8,0.45,32,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query013_proposal0/candidate.json,b18270c307f6b52f376eefbcbc001010ae5c21533e60134ccef4643766479d34
test_uq_esopt_5105,5105,15,0,False,illegal_action,,,False,False,,,,,,,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query014_proposal0/candidate.json,5d5a4aabc33739650650d5ab023de34b6eedbf1482fcaac69c5c48b328ceaecc
test_uq_esopt_5105,5105,15,1,False,illegal_action,,,False,False,,,,,,,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query014_proposal1/candidate.json,ed04dbb5109b425df6424d08a4e8f927ebb0bd13ea9847d063e7bb925120268e
test_uq_esopt_5105,5105,16,0,True,,,0.23822788894176483,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query015_proposal0/candidate.json,e89bdb2b05979225291607f70fcacc5d416dc06b0d93a4c00719b36ce34f99dd
test_uq_esopt_5105,5105,17,0,True,,,0.15076282620429993,True,True,0.7,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query016_proposal0/candidate.json,cebe99ae9227495c07d14cd1b20f918fdfa0e9bbfc71088a3326cd01adff06df
test_uq_esopt_5105,5105,18,0,True,,,0.0542072132229805,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query017_proposal0/candidate.json,e75a0f07e3efaab5e6c097fff0b60e61954010ce1222ea301a11f3b2af4bb169
test_uq_esopt_5105,5105,19,0,True,,,0.07360672205686569,True,True,1.2,3.0,0.25,60,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query018_proposal0/candidate.json,e1563d3739e7d57c693154600e827a80f29654926e801468b0ec30e717fa3144
test_uq_esopt_5105,5105,20,0,True,,,0.06491218507289886,True,True,0.55,4.8,0.48,32,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query019_proposal0/candidate.json,71c91b8bc26a9105b3f5da70694bb04be31ee03b46c159b31b03ef54f4dc58bc
test_uq_esopt_5105,5105,21,0,True,,,0.2328270524740219,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query020_proposal0/candidate.json,e0c7cda41ca51931999741894e309d263c0c40e42ebd6465815029c2c4263bf7
test_uq_esopt_5105,5105,22,0,True,,,0.08524087816476822,True,True,1.0,3.5,0.35,45,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query021_proposal0/candidate.json,244872185a0dfaae5409c755dc530c974f94bfc105dc1776529d49d3504ad075
test_uq_esopt_5105,5105,23,0,True,,,0.0821639820933342,True,True,0.6,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query022_proposal0/candidate.json,b7074f2752b3e81485254b1bed3d243826be74aafa6e7e022ccd8e4eb7f5a58b
test_uq_esopt_5105,5105,24,0,True,,,0.10162761807441711,True,True,0.8,4.5,0.35,50,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query023_proposal0/candidate.json,1601938beb10087996264348abc5716bdd750b5ea27044fb3883e0516e1c41e0
test_uq_esopt_5105,5105,25,0,True,,,0.24863268435001373,True,True,1.0,5.0,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query024_proposal0/candidate.json,dc58624703f709ba354d7d89097a1afdbe72899541f25b106c137d95c25e98a2
test_uq_esopt_5105,5105,26,0,True,,,0.32808443903923035,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query025_proposal0/candidate.json,f740891e37419a49b5b58c796a696593cabf4809223581c0c303233c7234e333
test_uq_esopt_5105,5105,27,0,True,,,0.10531342774629593,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query026_proposal0/candidate.json,d8e846115dd5f60da5b2d1474fcefd5cbf9f7c1bcfe56c0863cd79eb415ce732
test_uq_esopt_5105,5105,28,0,True,,,0.129181906580925,True,True,0.6,4.5,0.4,40,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query027_proposal0/candidate.json,cfe7ad4544ac9622e094706c9d6308e04f90201ad9071092ac5163d9564da8c8
test_uq_esopt_5105,5105,29,0,True,,,0.11852990835905075,True,True,1.2,4.5,0.35,40,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query028_proposal0/candidate.json,00163b4afb1d63b2669fa23a14967de34105927e1609d8bdd06d9fbdf575d399
test_uq_esopt_5105,5105,30,0,True,,,0.4594649076461792,True,True,0.55,4.5,0.48,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query029_proposal0/candidate.json,69b377f22f121927e0fe6166bbbb47fe56d4bdb2165a5cf54e0ea130d221b16b
test_uq_esopt_5105,5105,31,0,True,,,0.1038617193698883,True,True,1.0,4.0,0.4,40,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query030_proposal0/candidate.json,566909dd46aef60b30bc739359d559628fb0a531cd27bd82a80c4a54177b1184
test_uq_esopt_5105,5105,32,0,True,,,0.07459337264299393,True,True,0.8,4.2,0.45,45,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query031_proposal0/candidate.json,6e6961d4e10d0a9c7bc1f7cd198e84018213030c7e907fb09ba3fceb937110ab
test_uq_esopt_5105,5105,33,0,True,,,0.0763692781329155,True,True,1.0,4.5,0.45,45,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query032_proposal0/candidate.json,70b13ddee1c72a3ecbfc54942871bad654ce976a88ceaf34a8fcec920e144ea7
test_uq_esopt_5105,5105,34,0,True,,,0.169623464345932,True,True,0.55,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query033_proposal0/candidate.json,9ecb26dccc4571bc1b2063f63213ebbef993260130b2b9a696ff3d46e6b98145
test_uq_esopt_5105,5105,35,0,True,,,0.13935153186321259,True,True,1.5,4.0,0.45,50,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query034_proposal0/candidate.json,a26d8aeca5c1e4ab0b0362a9c598556c7c8b8027b3871f7e674dd1d36e592b1c
test_uq_esopt_5105,5105,36,0,True,,,0.2194925844669342,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query035_proposal0/candidate.json,5999e1c7597ee4497ede9d916a0beb0f1eeba2c2532ee14581e561f11ce0f223
test_uq_esopt_5105,5105,37,0,True,,,0.15125425159931183,True,True,1.2,4.8,0.48,42,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query036_proposal0/candidate.json,cbcac5ed7a8d8b22e259e25f840e47e1d969ccf8afd6dd66c1dad8689eebb85d
test_uq_esopt_5105,5105,38,0,True,,,0.14500975608825684,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query037_proposal0/candidate.json,37c9331ac0c93f3590a82a6c62ccc71972fa04f798119ccebc73e64a4e6bb524
test_uq_esopt_5105,5105,39,0,True,,,0.1496409773826599,True,True,0.55,5.0,0.48,102,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query038_proposal0/candidate.json,5e7e59d17896b2d71cfe75f383a5692d9ab3f00221bdaa9bcf150dade93926c2
test_uq_esopt_5105,5105,40,0,True,,,0.05240064486861229,True,True,0.55,5.0,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query039_proposal0/candidate.json,882001f921a23baebdade4bdf0786ae9892042f6c4c24a868f906a4f178ad032
test_uq_esopt_5105,5105,41,0,True,,,0.052184928208589554,True,True,0.55,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query040_proposal0/candidate.json,8b3a4325fae3aee316c36fcadf7ee68705de0279a523bef983962935b1be8977
test_uq_esopt_5105,5105,42,0,True,,,0.0789540708065033,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query041_proposal0/candidate.json,f1c3d0dd5a663cb686e37d81e05003605f0c9c1a41aa2f11e6516cd1f1ca4e1a
test_uq_esopt_5105,5105,43,0,True,,,0.15686006844043732,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query042_proposal0/candidate.json,436ecde4b3f7b71fdf19b532ea1d05c84c8440aa4adb0e9d208aab86fa001897
test_uq_esopt_5105,5105,44,0,True,,,0.0321575291454792,True,True,0.5,2,0.3,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query043_proposal0/candidate.json,2fb7dd9c3da9903d95c2b68275e24fc111416d30038b93a8deb2fa2696b6ef6e
test_uq_esopt_5105,5105,45,0,True,,,0.07479316741228104,True,True,0.6,4,0.45,35,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query044_proposal0/candidate.json,a6117ab50283e6d7c555582b7d1b380322b12aa705aff6a674bafb4885bbafaf
test_uq_esopt_5105,5105,46,0,True,,,0.03992367908358574,True,True,0.75,3,0.35,45,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query045_proposal0/candidate.json,a0133b6ffd6ed1648491641d9efe84ee22d1cf4550de7f92bdf0a95567672e61
test_uq_esopt_5105,5105,47,0,True,,,0.059996362775564194,True,True,0.8,4,0.4,50,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query046_proposal0/candidate.json,41ca5e86f67613f1cb0d0afac41ab63a75649e5dd9dca946e80660624a452d99
test_uq_esopt_5105,5105,48,0,True,,,0.48601582646369934,True,True,0.55,4.8,0.42,38,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query047_proposal0/candidate.json,592ecadd8c6dd29172dabb86bd3b7d9c976fe28cdda3b018263deceeb3f689b8
test_uq_esopt_5105,5105,49,0,True,,,0.1747957170009613,True,True,0.55,5.0,0.48,102,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query048_proposal0/candidate.json,3eb6957a1178002481f1587f2df38e1b40f1b913432856882d3e0621d711231f
test_uq_esopt_5105,5105,50,0,True,,,0.7956306338310242,True,False,0.5,5,0.5,30,,,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query049_proposal0/candidate.json,14d9004b1ec624cd1b7882a2dc7fa6f63ea86f1d1b6a4658a1723fb15c224128
test_uq_esopt_5105,5105,50,1,True,,,0.37868532538414,True,True,1.0,3.0,0.45,45,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5105/query049_proposal1/candidate.json,76843b56e7a0c9cd789d9d3a8c23a665157094742a2978dfd10d822cb971c6f1
