AUDC,SUN,arm,benchmark,budget,candidate_oracle_calls,capture_seconds,cohort,completion_tokens,decision_rows,difficulty,environment_calls,episode_wall_seconds,generation_calls,initialization_oracle_calls,initialization_wall_seconds,job_id,mSUN,policy_seed,pooling_forwards,prompt_tokens,registered_budget_unit,registered_state,rpc_attempts,status,surrogate_oracle_calls,task,task_progress,task_success,whole_job_wall_seconds,world,stratum,total_tokens,action_success_rate,agent_attempts,bootstrap_ticks,explicit_tick_returns,scenario_warmup_ticks,completion_sha256
0.8,8,Common2,MADE,10,10,0.0,MADE,9757,31,,31,1045.8466052934527,62,96,213.1963733509183,made-common-public-v1-Mg-Sn-Sr-b10-s506-Common2,0.8,506,0,124327,candidate_oracle_attempts,clean_new,62,accepted,19,Mg-Sn-Sr,,,1409.0911829024553,,Mg-Sn-Sr,134084,,,,,,28492eaf189108ddc5bf76469a7f3d2ed8bd1d8f8bf7aa67a8b6ec398b347314
0.88,8,Public2,MADE,10,10,0.0,MADE,5854,20,,20,675.6035606749356,40,96,212.43523126840591,made-common-public-v1-Mg-Sn-Sr-b10-s506-Public2,0.8,506,0,78538,candidate_oracle_attempts,clean_new,40,accepted,31,Mg-Sn-Sr,,,1039.0605764351785,,Mg-Sn-Sr,84392,,,,,,d96443629ad0e014752220cbad4cf0b19c09fce74dc628a469b97689ef08ed86
0.0,0,Common2,MADE,10,10,0.0,MADE,7023,28,,28,835.0827224105597,56,11,51.31878129392862,made-common-public-v1-Au-K-Tb-b10-s506-Common2,0.0,506,0,98749,candidate_oracle_attempts,clean_new,56,accepted,83,Au-K-Tb,,,1031.9734785333276,,Au-K-Tb,105772,,,,,,8a03a196308c7b20148f5c23fd9dce569080066e6c1d419c31f62543220bc4b2
0.09,1,Public2,MADE,10,10,0.0,MADE,6745,25,,25,1322.2546587474644,50,11,50.699655033648014,made-common-public-v1-Au-K-Tb-b10-s506-Public2,0.1,506,0,88218,candidate_oracle_attempts,clean_new,50,accepted,251,Au-K-Tb,,,1532.2834754139185,,Au-K-Tb,94963,,,,,,8d72cd4772339698534dd107ce5d4f559e4004f72a556aecc0e97cb11472149f
0.78,6,Common2,MADE,10,10,0.0,MADE,6651,23,,23,743.7897534184158,46,96,204.92834655568004,made-common-public-v1-Mg-Sn-Sr-b10-s507-Common2,0.6,507,0,97633,candidate_oracle_attempts,clean_new,46,accepted,35,Mg-Sn-Sr,,,1097.7600491978228,,Mg-Sn-Sr,104284,,,,,,60914ad01d9c6d24b8e32b7d0dd5edb98be32e642be2d0eb0ce02e1ee3c66b43
0.57,5,Public2,MADE,10,10,0.0,MADE,5260,17,,17,571.5390983037651,34,96,209.1273396871984,made-common-public-v1-Mg-Sn-Sr-b10-s507-Public2,0.5,507,0,73047,candidate_oracle_attempts,clean_new,34,accepted,,Mg-Sn-Sr,,,931.91701971367,,Mg-Sn-Sr,78307,,,,,,06203b79e2e60933ae29932a0e00ff8f9eb9d23e3018d7a1c4cb96fc32f3e20f
0.0,0,Common2,MADE,10,10,0.0,MADE,7616,26,,26,952.8400638252497,52,11,48.86915749683976,made-common-public-v1-Au-K-Tb-b10-s507-Common2,0.0,507,0,90308,candidate_oracle_attempts,clean_new,52,accepted,191,Au-K-Tb,,,1150.6181537732482,,Au-K-Tb,97924,,,,,,f93aca5b50cbd4d78c31e474477f4f02e70e71654fad981149e5d5db5fd55972
0.45,5,Public2,MADE,10,10,0.0,MADE,9077,30,,30,1178.5337074175477,60,11,45.468001898378134,made-common-public-v1-Au-K-Tb-b10-s507-Public2,0.5,507,0,100691,candidate_oracle_attempts,clean_new,60,accepted,242,Au-K-Tb,,,1377.5625841729343,,Au-K-Tb,109768,,,,,,fd492c1351fd86dd2e68fc661ec748de0356cecc1d4672f98d9be18dcf14fa8e
0.73,7,Common2,MADE,10,10,0.0,MADE,7262,23,,23,792.556976813823,46,96,199.3173174224794,made-common-public-v1-Mg-Sn-Sr-b10-s508-Common2,0.7,508,0,93485,candidate_oracle_attempts,clean_new,46,accepted,28,Mg-Sn-Sr,,,1139.6880600638688,,Mg-Sn-Sr,100747,,,,,,3f0fe5c3de5f5bde5c9ac406ef48e445c9f085a196da976b35200c3362a2e3a8
0.65,7,Public2,MADE,10,10,0.0,MADE,7024,23,,23,786.2080210670829,46,96,211.60209073126316,made-common-public-v1-Mg-Sn-Sr-b10-s508-Public2,0.7,508,0,88204,candidate_oracle_attempts,clean_new,46,accepted,63,Mg-Sn-Sr,,,1149.6511506736279,,Mg-Sn-Sr,95228,,,,,,8a79c065f83c393501b73405b040f2a3ca6936e6b04a12086097378d7cf793ea
0.45,5,Common2,MADE,10,10,0.0,MADE,7089,28,,28,892.0033069998026,56,11,43.860520616173744,made-common-public-v1-Au-K-Tb-b10-s508-Common2,0.5,508,0,85239,candidate_oracle_attempts,clean_new,56,accepted,70,Au-K-Tb,,,1087.0341932661831,,Au-K-Tb,92328,,,,,,67b0fb675eee3a735ee77cfea0c829bc4e0734e054037d643581359181f9a885
0.28,2,Public2,MADE,10,10,0.0,MADE,4388,18,,18,501.2289843708277,36,11,45.478310618549585,made-common-public-v1-Au-K-Tb-b10-s508-Public2,0.2,508,0,78778,candidate_oracle_attempts,clean_new,36,accepted,52,Au-K-Tb,,,698.7497035376728,,Au-K-Tb,83166,,,,,,07e68f81333ebcf2a20caae11af3e9e6fce604097932841b890c12be2fcaaf43
0.32,2,Common2,MADE,10,10,0.0,MADE,6670,21,,21,717.3978391885757,42,96,201.99404367804527,made-common-public-v1-Mg-Sn-Sr-b10-s509-Common2,0.2,509,0,95791,candidate_oracle_attempts,clean_new,42,accepted,35,Mg-Sn-Sr,,,1057.4000876694918,,Mg-Sn-Sr,102461,,,,,,211f3fbdf72a355e059540ca36da1f30142870acc9260d272e36ef3418656e4d
0.63,5,Public2,MADE,10,10,0.0,MADE,4609,17,,17,493.59631553664804,34,96,200.70514395087957,made-common-public-v1-Mg-Sn-Sr-b10-s509-Public2,0.5,509,0,70963,candidate_oracle_attempts,clean_new,34,accepted,16,Mg-Sn-Sr,,,840.8876114115119,,Mg-Sn-Sr,75572,,,,,,b5882f0b20f5af5a42d720a53daba3ed872745d8ce865793e46453ab64a3aa19
0.17,1,Common2,MADE,10,10,0.0,MADE,4936,20,,20,556.8460734188557,40,11,52.28030742704868,made-common-public-v1-Au-K-Tb-b10-s509-Common2,0.1,509,0,85270,candidate_oracle_attempts,clean_new,40,accepted,29,Au-K-Tb,,,755.0239306688309,,Au-K-Tb,90206,,,,,,ff3eb3a9c52c4a8df6489188b708e9632e39af306e28c5204cb479ddff193f91
0.15,1,Public2,MADE,10,10,0.0,MADE,4491,18,,18,565.1718146279454,36,11,46.92265697941184,made-common-public-v1-Au-K-Tb-b10-s509-Public2,0.1,509,0,63610,candidate_oracle_attempts,clean_new,36,accepted,106,Au-K-Tb,,,770.0031637437642,,Au-K-Tb,68101,,,,,,5f0b3bc88f26a29bcc1a2e4f989217fcee8f846fb912083ad7e63e0eb96f5e57
0.8,8,Common2,MADE,10,10,0.0,MADE,8369,29,,29,956.7706964500248,58,96,208.57203727215528,made-common-public-v1-Mg-Sn-Sr-b10-s510-Common2,0.8,510,0,106123,candidate_oracle_attempts,clean_new,58,accepted,83,Mg-Sn-Sr,,,1310.8640756383538,,Mg-Sn-Sr,114492,,,,,,a42e472609b1b3003af50c7a639e3e66e3d623faf38a2ac7bcbaa6a1aa3aa593
0.56,4,Public2,MADE,10,10,0.0,MADE,7856,27,,27,880.5893638059497,54,96,207.4043600820005,made-common-public-v1-Mg-Sn-Sr-b10-s510-Public2,0.4,510,0,101012,candidate_oracle_attempts,clean_new,54,accepted,61,Mg-Sn-Sr,,,1239.2161066755652,,Mg-Sn-Sr,108868,,,,,,2adc5cdd15aed9ae5a9a06ec88dca3342495ac4e332a89aabcbd6faaf139b1f3
0.36,2,Common2,MADE,10,10,0.0,MADE,4452,17,,17,540.5118902921677,34,11,47.84637523069978,made-common-public-v1-Au-K-Tb-b10-s510-Common2,0.2,510,0,60113,candidate_oracle_attempts,clean_new,34,accepted,85,Au-K-Tb,,,735.4411677345634,,Au-K-Tb,64565,,,,,,b87640c7b3c730b3ca797fb5e2fbf7f937b04177ca400853a52df4f2370a4367
0.34,2,Public2,MADE,10,10,0.0,MADE,3269,12,,12,355.30891198292375,24,11,61.609255116432905,made-common-public-v1-Au-K-Tb-b10-s510-Public2,0.2,510,0,61544,candidate_oracle_attempts,clean_new,24,accepted,,Au-K-Tb,,,566.6138370148838,,Au-K-Tb,64813,,,,,,55cbb7a535250c0fdb2642d8e85e024239f2904251406a5cd61c6c2f41737554
0.81,14,Common2,MADE,20,20,0.0,MADE,10580,34,,34,1124.7538336142898,68,96,216.00599502772093,made-common-public-v1-Mg-Sn-Sr-b20-s501-Common2,0.7,501,0,134661,candidate_oracle_attempts,clean_new,68,accepted,10,Mg-Sn-Sr,,,1495.1299511790276,,Mg-Sn-Sr,145241,,,,,,907860dfc109614769664998cd16b4740de6a4cc5f146fa912d3a44ad979ad24
0.845,14,Public2,MADE,20,20,0.0,MADE,10843,35,,35,1275.9790216349065,70,96,197.67465621605515,made-common-public-v1-Mg-Sn-Sr-b20-s501-Public2,0.7,501,0,139792,candidate_oracle_attempts,clean_new,70,accepted,105,Mg-Sn-Sr,,,1623.1315348558128,,Mg-Sn-Sr,150635,,,,,,ddee55dbec22c123d6b4233b0b2ea3efcd4ea209456e23fc40f4ca8377f192d0
0.3075,7,Common2,MADE,20,20,0.0,MADE,10562,36,,36,1323.8748381398618,72,11,49.238156359642744,made-common-public-v1-Au-K-Tb-b20-s501-Common2,0.35,501,0,139198,candidate_oracle_attempts,clean_new,72,accepted,174,Au-K-Tb,,,1514.0869306586683,,Au-K-Tb,149760,,,,,,e80ef4cadef9db52fc9c741b6e4df45a9a6a0348675df393402bb4d1a5f77f26
0.0875,1,Public2,MADE,20,20,0.0,MADE,8864,36,,36,1053.899807870388,72,11,48.94176198169589,made-common-public-v1-Au-K-Tb-b20-s501-Public2,0.05,501,0,116137,candidate_oracle_attempts,clean_new,72,accepted,131,Au-K-Tb,,,1247.2767505273223,,Au-K-Tb,125001,,,,,,38e58ad3cb6de3f148e0733f45445e6326ca4085e5309b76bb5aafbfa63f6be6
0.775,14,Common2,MADE,20,20,0.0,MADE,11166,39,,39,1295.4578731507063,78,96,195.929031573236,made-common-public-v1-Mg-Sn-Sr-b20-s502-Common2,0.7,502,0,178231,candidate_oracle_attempts,clean_new,78,accepted,141,Mg-Sn-Sr,,,1641.302633471787,,Mg-Sn-Sr,189397,,,,,,535a0c22ca68c7faf6c9c77c8104f3ca656b5d17bb633d8684b3f50bc2d0fae4
0.815,16,Public2,MADE,20,20,0.0,MADE,12340,44,,44,1479.1186262406409,88,96,202.5804986283183,made-common-public-v1-Mg-Sn-Sr-b20-s502-Public2,0.8,502,0,160586,candidate_oracle_attempts,clean_new,88,accepted,202,Mg-Sn-Sr,,,1837.836418941617,,Mg-Sn-Sr,172926,,,,,,cfc82fb459a3f1540d51db5d78f52eb81eddf0af6ca183c568d772b69ed53c63
0.37,6,Common2,MADE,20,20,0.0,MADE,8254,32,,32,1106.999862600118,64,11,54.94075597450137,made-common-public-v1-Au-K-Tb-b20-s502-Common2,0.3,502,0,140804,candidate_oracle_attempts,clean_new,64,accepted,121,Au-K-Tb,,,1297.6337185241282,,Au-K-Tb,149058,,,,,,420fc541cee0f62a332a77ac15adc8af2ba980f6ffaa5e7546ef45bf3c1ac014
0.2825,5,Public2,MADE,20,20,0.0,MADE,9273,36,,36,1137.1887993104756,72,11,50.99909695982933,made-common-public-v1-Au-K-Tb-b20-s502-Public2,0.25,502,0,167336,candidate_oracle_attempts,clean_new,72,accepted,121,Au-K-Tb,,,1338.457781560719,,Au-K-Tb,176609,,,,,,9a5af4b7ecc797c53e0c39fd93137ea80d81c023b196af1ad2124b793aecb7ce
0.805,14,Common2,MADE,20,20,0.0,MADE,15340,50,,50,1618.9501366205513,100,96,193.08305096626282,made-common-public-v1-Mg-Sn-Sr-b20-s503-Common2,0.7,503,0,217783,candidate_oracle_attempts,clean_new,100,accepted,17,Mg-Sn-Sr,,,1953.1953929439187,,Mg-Sn-Sr,233123,,,,,,10eb780d84dc6e99a4e47268708322c8c0c7aad0cda0cf1471f0fadcf48ea756
0.7475,15,Public2,MADE,20,20,0.0,MADE,7865,30,,30,923.4251087829471,60,96,202.8843927755952,made-common-public-v1-Mg-Sn-Sr-b20-s503-Public2,0.75,503,0,115237,candidate_oracle_attempts,clean_new,60,accepted,10,Mg-Sn-Sr,,,1273.4026995785534,,Mg-Sn-Sr,123102,,,,,,399ef3a2e1496d7bff43c009e33b8c0abcc9088ea0315ad7e20d4872253b05da
0.47,10,Common2,MADE,20,20,0.0,MADE,9204,34,,34,1006.7953948751092,68,11,49.00244623795152,made-common-public-v1-Au-K-Tb-b20-s503-Common2,0.5,503,0,113010,candidate_oracle_attempts,clean_new,68,accepted,14,Au-K-Tb,,,1194.1891425177455,,Au-K-Tb,122214,,,,,,5ac97b411eab33f4d13229431cdbdf3d80b422f81eab7861400207c3946cba82
0.16,2,Public2,MADE,20,20,0.0,MADE,11360,41,,41,1311.1289020851254,82,11,46.48475796356797,made-common-public-v1-Au-K-Tb-b20-s503-Public2,0.1,503,0,139358,candidate_oracle_attempts,clean_new,82,accepted,130,Au-K-Tb,,,1509.3316774629056,,Au-K-Tb,150718,,,,,,5b07cbd2c572d7f61d6d5ba8931ee2f7799c4f96da6f0b174d8eb767e23185d9
0.9575,19,Common2,MADE,20,20,0.0,MADE,10221,35,,34,1173.0716307982802,70,96,203.28203339129686,made-common-public-v1-Mg-Sn-Sr-b20-s504-Common2,0.95,504,0,135647,candidate_oracle_attempts,clean_new,68,accepted,61,Mg-Sn-Sr,,,1518.9104934558272,,Mg-Sn-Sr,145868,,,,,,f8eb99cc47ae0bab783d418f4127f40b89addf85f7526fb2ebfc446890fbb915
0.885,14,Public2,MADE,20,20,0.0,MADE,12090,42,,41,1372.1015404760838,84,96,203.07010627910495,made-common-public-v1-Mg-Sn-Sr-b20-s504-Public2,0.7,504,0,174734,candidate_oracle_attempts,clean_new,82,accepted,88,Mg-Sn-Sr,,,1721.810674097389,,Mg-Sn-Sr,186824,,,,,,d1f2608c540a0fb71bf285184687c04c26b18bdaf00f0d078c6a134ca6b4f6ac
0.0825,1,Common2,MADE,20,20,0.0,MADE,14407,48,,48,1579.2782294489443,96,11,47.988906532526016,made-common-public-v1-Au-K-Tb-b20-s504-Common2,0.05,504,0,175722,candidate_oracle_attempts,clean_new,96,accepted,75,Au-K-Tb,,,1775.6865564733744,,Au-K-Tb,190129,,,,,,5c368922e35490491239acefdb0a888b79ead6f2f84309fc1a9e3e0695c3a36a
0.085,2,Public2,MADE,20,20,0.0,MADE,12061,40,,40,1472.6638528555632,80,11,47.298691999167204,made-common-public-v1-Au-K-Tb-b20-s504-Public2,0.1,504,0,138064,candidate_oracle_attempts,clean_new,80,accepted,281,Au-K-Tb,,,1670.3605823479593,,Au-K-Tb,150125,,,,,,cfe55efd7557fd1393656030e41cce8da22a7279270177bffed14f3e15ec611d
0.7825,15,Common2,MADE,20,20,0.0,MADE,9666,37,,37,1096.2924014776945,74,96,209.68817852810025,made-common-public-v1-Mg-Sn-Sr-b20-s505-Common2,0.75,505,0,146215,candidate_oracle_attempts,clean_new,74,accepted,53,Mg-Sn-Sr,,,1451.8909006789327,,Mg-Sn-Sr,155881,,,,,,a13a410db6f4f45b6d80068b41482e54914b9ddb2fcfce1c9d2f2fd3c88503d5
0.7675,13,Public2,MADE,20,20,0.0,MADE,9141,33,,33,1013.0297831483185,66,96,208.66567965224385,made-common-public-v1-Mg-Sn-Sr-b20-s505-Public2,0.65,505,0,136055,candidate_oracle_attempts,clean_new,66,accepted,15,Mg-Sn-Sr,,,1378.2519166208804,,Mg-Sn-Sr,145196,,,,,,1744a2896e5e2d79a3b0a96494b312f78d794ed29a88e6e88c5dc75dfad6bd1b
0.1025,3,Common2,MADE,20,20,0.0,MADE,9958,37,,37,1105.6500616632402,74,11,48.41681548580527,made-common-public-v1-Au-K-Tb-b20-s505-Common2,0.15,505,0,152848,candidate_oracle_attempts,clean_new,74,accepted,107,Au-K-Tb,,,1304.6320851966739,,Au-K-Tb,162806,,,,,,123ab1ff343a8e5c7b4fa981b6a0b771185947428c069a6d97a6a1ff3881024b
0.0625,1,Public2,MADE,20,20,0.0,MADE,7091,27,,27,763.2215978205204,54,11,49.209572553634644,made-common-public-v1-Au-K-Tb-b20-s505-Public2,0.05,505,0,123088,candidate_oracle_attempts,clean_new,54,accepted,21,Au-K-Tb,,,968.8916264772415,,Au-K-Tb,130179,,,,,,1d5d01d63797b142f8fd6c5d8bd3157dc9f16f4cbb00a8f77db2d8620a950a57
0.68,14,Common2,MADE,20,20,0.0,MADE,14244,47,,48,1542.4187642894685,94,96,221.30275922641158,made-common-public-v1-Mg-Sn-Sr-b20-s506-Common2,0.7,506,0,173879,candidate_oracle_attempts,clean_new,96,accepted,39,Mg-Sn-Sr,,,1909.177217811346,,Mg-Sn-Sr,188123,,,,,,c3e8b26b5c4d2a0d8e70056923a5c1c8e307e1247f84f57d6124aba089b424ba
0.8225,17,Public2,MADE,20,20,0.0,MADE,11865,41,,41,1343.331236615777,82,96,203.07573883607984,made-common-public-v1-Mg-Sn-Sr-b20-s506-Public2,0.85,506,0,141896,candidate_oracle_attempts,clean_new,82,accepted,45,Mg-Sn-Sr,,,1699.3794168643653,,Mg-Sn-Sr,153761,,,,,,646db7e306981f36a27d8917e7cd22ed99776e8b604adebb1893717773cf3f18
0.035,2,Common2,MADE,20,20,0.0,MADE,11558,43,,43,1199.390942323953,86,11,48.19709203764796,made-common-public-v1-Au-K-Tb-b20-s506-Common2,0.1,506,0,144448,candidate_oracle_attempts,clean_new,86,accepted,50,Au-K-Tb,,,1392.3273305557668,,Au-K-Tb,156006,,,,,,6633b313ec1d851101c1585e48854eb37587bea0825131735143f295a6c15ec8
0.02,2,Public2,MADE,20,20,0.0,MADE,12373,44,,44,1484.9899869784713,88,11,52.155389204621315,made-common-public-v1-Au-K-Tb-b20-s506-Public2,0.1,506,0,155553,candidate_oracle_attempts,clean_new,88,accepted,245,Au-K-Tb,,,1696.1998092718422,,Au-K-Tb,167926,,,,,,9d26f38a08908e3099e266bdbf1fc812fbcfa681f50e28e90d00de09d690bd3d
0.7475,15,Common2,MADE,20,20,0.0,MADE,7557,27,,27,838.6344297043979,54,96,199.45938485488296,made-common-public-v1-Mg-Sn-Sr-b20-s507-Common2,0.75,507,0,115328,candidate_oracle_attempts,clean_new,54,accepted,5,Mg-Sn-Sr,,,1179.874105181545,,Mg-Sn-Sr,122885,,,,,,a087ef89647d9fbf85d112ba8320319c7cd74e65ac9889a44c869409cdf6dc6c
0.655,14,Public2,MADE,20,20,0.0,MADE,13802,46,,46,1894.9793542511761,92,96,209.79973777383566,made-common-public-v1-Mg-Sn-Sr-b20-s507-Public2,0.7,507,0,178904,candidate_oracle_attempts,clean_new,92,accepted,137,Mg-Sn-Sr,,,2255.916763983667,,Mg-Sn-Sr,192706,,,,,,1f094bddd5d44310bb6e47d9632f1d5a014d5fda18ec5e8ec6f2595a2cdf5180
0.0225,1,Common2,MADE,20,20,0.0,MADE,11988,44,,44,1578.2696274481714,88,11,53.10417008027434,made-common-public-v1-Au-K-Tb-b20-s507-Common2,0.05,507,0,136321,candidate_oracle_attempts,clean_new,88,accepted,402,Au-K-Tb,,,1777.6758126914501,,Au-K-Tb,148309,,,,,,c1b03931ccb18e718500ed6dbc43dae6754febc27643603025209341ef768f8f
0.0775,1,Public2,MADE,20,20,0.0,MADE,8577,33,,33,900.1452874653041,66,11,45.82554106786847,made-common-public-v1-Au-K-Tb-b20-s507-Public2,0.05,507,0,144531,candidate_oracle_attempts,clean_new,66,accepted,27,Au-K-Tb,,,1096.1594163551927,,Au-K-Tb,153108,,,,,,6aef8294631b9f7fb9da99a91a87ae92524c6ea34c8752c2431da9338e02bbff
0.8575,17,Common2,MADE,20,20,0.0,MADE,13811,47,,47,1663.5627870708704,94,96,206.2090560607612,made-common-public-v1-Mg-Sn-Sr-b20-s508-Common2,0.85,508,0,189699,candidate_oracle_attempts,clean_new,94,accepted,194,Mg-Sn-Sr,,,2019.0911032296717,,Mg-Sn-Sr,203510,,,,,,eba9fa05ef5cf0e905857020cd212eb6ff97e8c20e8f7189e15af37f1d91ca61
0.7675,13,Public2,MADE,20,20,0.0,MADE,8955,32,,32,967.3159446716309,64,96,200.08234870433807,made-common-public-v1-Mg-Sn-Sr-b20-s508-Public2,0.65,508,0,137744,candidate_oracle_attempts,clean_new,64,accepted,,Mg-Sn-Sr,,,1319.91159651801,,Mg-Sn-Sr,146699,,,,,,aee3dc9816de99eb604d645d6b523be5a1d34f5fc01312a9a5b45da5777cd140
0.0875,1,Common2,MADE,20,20,0.0,MADE,8337,29,,29,1012.6746096871793,58,11,55.641059558838606,made-common-public-v1-Au-K-Tb-b20-s508-Common2,0.05,508,0,120783,candidate_oracle_attempts,clean_new,58,accepted,101,Au-K-Tb,,,1213.1108138933778,,Au-K-Tb,129120,,,,,,7503ba24ba91747e32cf96c4b380c3e86dd30edfe4cf9cbfd080a0c86b77713d
0.02,2,Public2,MADE,20,20,0.0,MADE,10551,35,,35,1309.8979441672564,70,11,50.735825791954994,made-common-public-v1-Au-K-Tb-b20-s508-Public2,0.1,508,0,113761,candidate_oracle_attempts,clean_new,70,accepted,187,Au-K-Tb,,,1514.2882837951183,,Au-K-Tb,124312,,,,,,a5f7aee13a977b3ef3c28bfc36e46e2aaef3a98df6279faea3982ea997bc846e
0.275,6,Common2,MADE,20,20,0.0,MADE,9391,35,,35,1010.7419553138316,70,96,192.54329561442137,made-common-public-v1-Mg-Sn-Sr-b20-s509-Common2,0.3,509,0,119930,candidate_oracle_attempts,clean_new,70,accepted,100,Mg-Sn-Sr,,,1348.0897770226002,,Mg-Sn-Sr,129321,,,,,,4625dab9f5a251e0874a7e6392bcd46d65738675874b518a646b195386889e77
0.445,10,Public2,MADE,20,20,0.0,MADE,8409,29,,29,944.4149312674999,58,96,211.10753701999784,made-common-public-v1-Mg-Sn-Sr-b20-s509-Public2,0.5,509,0,93704,candidate_oracle_attempts,clean_new,58,accepted,44,Mg-Sn-Sr,,,1300.9387902319431,,Mg-Sn-Sr,102113,,,,,,8a5444dfe107eb9b5f5d1349258031d1492bf523ab8c42faaa5f16bb53d71468
0.1375,3,Common2,MADE,20,20,0.0,MADE,9228,34,,34,1014.8208627030253,68,11,49.30138101056218,made-common-public-v1-Au-K-Tb-b20-s509-Common2,0.15,509,0,145136,candidate_oracle_attempts,clean_new,68,accepted,29,Au-K-Tb,,,1207.8711799643934,,Au-K-Tb,154364,,,,,,cf61b24344e72ec88493e46296c262769c7262dec6945c228b2b611412996d24
0.0775,1,Public2,MADE,20,20,0.0,MADE,9222,37,,37,1072.1116382963955,74,11,51.20651292055845,made-common-public-v1-Au-K-Tb-b20-s509-Public2,0.05,509,0,150270,candidate_oracle_attempts,clean_new,74,accepted,130,Au-K-Tb,,,1289.0177393071353,,Au-K-Tb,159492,,,,,,21173a38adb1ddff0bad5257cb9e6aca4c6c8d272d74920e791e59d4889767e3
0.8425,13,Common2,MADE,20,20,0.0,MADE,10599,36,,36,1138.130620881915,72,96,194.71992755681276,made-common-public-v1-Mg-Sn-Sr-b20-s510-Common2,0.65,510,0,152830,candidate_oracle_attempts,clean_new,72,accepted,17,Mg-Sn-Sr,,,1473.0731332413852,,Mg-Sn-Sr,163429,,,,,,c5d801c87575ad60e677972a2a6ea8286eed3d97f325263f78094d6bfe92f3f9
0.6625,15,Public2,MADE,20,20,0.0,MADE,9379,33,,33,1092.8014809414744,66,96,205.1889774389565,made-common-public-v1-Mg-Sn-Sr-b20-s510-Public2,0.75,510,0,126796,candidate_oracle_attempts,clean_new,66,accepted,42,Mg-Sn-Sr,,,1443.7935922816396,,Mg-Sn-Sr,136175,,,,,,fe4b8390ddb5b832ed77b7f272f8148e925d9495b72f312cf9b2eab1ba9675a1
0.2,4,Common2,MADE,20,20,0.0,MADE,9900,33,,33,1224.812016736716,66,11,46.4046685770154,made-common-public-v1-Au-K-Tb-b20-s510-Common2,0.2,510,0,109551,candidate_oracle_attempts,clean_new,66,accepted,125,Au-K-Tb,,,1414.9684631340206,,Au-K-Tb,119451,,,,,,2ded1d43936a9059dc6055373f0a0d24a3820735c993be0e85589d42ba31103c
0.0925,1,Public2,MADE,20,20,0.0,MADE,12042,39,,39,1333.1148100048304,78,11,51.0545987226069,made-common-public-v1-Au-K-Tb-b20-s510-Public2,0.05,510,0,138838,candidate_oracle_attempts,clean_new,78,accepted,29,Au-K-Tb,,,1535.822332777083,,Au-K-Tb,150880,,,,,,578b128e6cc812908fe420afdae5615fc2d1a842cf71722e68b681b3ad01cbf0
0.84,26,Common2,MADE,30,30,0.0,MADE,18918,65,,65,2491.4660277813673,130,96,203.85000267252326,made-common-public-v1-Mg-Sn-Sr-b30-s501-Common2,0.8666666666666667,501,0,216612,candidate_oracle_attempts,clean_new,130,accepted,381,Mg-Sn-Sr,,,2839.515383899212,,Mg-Sn-Sr,235530,,,,,,80f1e1176225ad8b5c638a483d170c653b6f9f067051dd8444bca60a6efb42a7
0.7533333333333333,22,Public2,MADE,30,30,0.0,MADE,12204,40,,40,1479.9744857996702,80,96,206.94148606806993,made-common-public-v1-Mg-Sn-Sr-b30-s501-Public2,0.7333333333333333,501,0,155251,candidate_oracle_attempts,clean_new,80,accepted,51,Mg-Sn-Sr,,,1832.2399098277092,,Mg-Sn-Sr,167455,,,,,,3c79e9a6bd6ff6d7dbcb95da99645a1c7076f7d71ebc15d6764feca202f6a9d9
0.13555555555555557,4,Common2,MADE,30,30,0.0,MADE,15327,53,,53,1716.679696507752,106,11,44.17400412634015,made-common-public-v1-Au-K-Tb-b30-s501-Common2,0.13333333333333333,501,0,169257,candidate_oracle_attempts,clean_new,106,accepted,193,Au-K-Tb,,,1899.557217065245,,Au-K-Tb,184584,,,,,,30ef3c7cdcc56aa95ed64039023fbce7c82baa829b294039aaa28a3e80dc78e5
0.2722222222222222,9,Public2,MADE,30,30,0.0,MADE,17271,64,,64,2041.5599244870245,128,11,47.61778399720788,made-common-public-v1-Au-K-Tb-b30-s501-Public2,0.3,501,0,224287,candidate_oracle_attempts,clean_new,128,accepted,168,Au-K-Tb,,,2232.5991147607565,,Au-K-Tb,241558,,,,,,236e443c017f3e12f256ebcc54fa3634e3e883491295688b1cb2c497e530f1fa
0.8811111111111111,25,Common2,MADE,30,30,0.0,MADE,22050,74,,74,2675.371041942388,148,96,207.22988897189498,made-common-public-v1-Mg-Sn-Sr-b30-s502-Common2,0.8333333333333334,502,0,269825,candidate_oracle_attempts,clean_new,148,accepted,321,Mg-Sn-Sr,,,3030.8470663391054,,Mg-Sn-Sr,291875,,,,,,acc2e2b8db1bbb87e3e5b3956d6ef8a46679f71a74fa6125fbaa645827164460
0.7711111111111111,24,Public2,MADE,30,30,0.0,MADE,20033,65,,65,2546.1529636755586,130,96,210.28942601755261,made-common-public-v1-Mg-Sn-Sr-b30-s502-Public2,0.8,502,0,237260,candidate_oracle_attempts,clean_new,130,accepted,455,Mg-Sn-Sr,,,2909.178493849933,,Mg-Sn-Sr,257293,,,,,,d0179402f5748e10f4ca93b5e5fe30ce2d1f2bd57f2b1b1f02adb84c0c2ce2d1
