AUDC,SUN,arm,budget,job_id,seed,task_id,actual_extra_proposals,candidate_step_failures,changed_from_first_valid_with_unknown_support,duplicate_known_step_candidate_hashes,duplicate_tool_arguments,event_stable_new,event_stable_new_missing,executed_policy_tools,failed_selects,fixed_recovery_tools,generation_invalid,graph_other_or_absent,graph_succeeded,graph_unavailable,multiple_controller_valid,negative_SUN_curve_deltas,other_extra_proposals,other_retry_requests,physical_steps,proposals,scalar_control_threshold_crossings,scalar_threshold_extra_proposals,schema_extra_proposals,schema_invalid,schema_retry_requests,schema_status_missing,selected_nonfirst,selected_nonfirst_after_schema,sequences,stable_new_with_zero_SUN_delta,steps_with_negative_event_minus_SUN_delta,steps_with_positive_event_minus_SUN_delta,support_false,support_missing,support_true,supported_scalar_threshold_crossings,supported_valid_pair_comparisons,supported_valid_pair_selected_second,supported_valid_pair_selection_changes,tool_failures,type_extra_proposals,type_retry_requests,unexecuted_candidates,unexecuted_future_labels,unknown_step_candidate_hashes,scalar_n,scalar_min,scalar_max,event_minus_final,formula_top_fraction,unique_evaluated_formulas,wall_seconds,graph_seconds,initialization_calls,MACE_events,MACE_cost_field,tool_counts,actual_model_state_hash
0.0,0,full_support_aware,10,support-final-68c4bdcc7cbe6c5417bc18b6,4,Eu-Nb-Sn-Tl,1,0,0,0,0,0,0,15,1,0,0,0,8,8,0,0,0,0,10,16,0,0,1,1,1,0,1,1,15,0,0,0,8,0,8,0,0,0,0,1,0,0,1,0,0,16,0.49952229857444763,0.5008006691932678,0,0.5,2,889.0720930323005,576.2545486614108,21,36,36,"{""generate_structures"":2,""query_structures"":1,""score_buffer"":1,""select_for_evaluation"":11}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.19,1,baseline_reference,10,component-final-6d5473721558c3870efb2bf0,2,Ag-Nd-Pd-Pt-Tb,1,0,0,0,2,1,0,17,1,0,1,18,0,0,0,0,1,0,10,18,0,0,0,0,0,18,1,0,17,0,0,0,0,18,0,0,0,0,0,1,0,0,1,0,0,17,0.49990585446357727,0.5003318786621094,0,0.8,3,275.91738468501717,0,53,31,31,"{""generate_structures"":5,""score_buffer"":1,""select_for_evaluation"":11}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.43,5,baseline_reference,10,component-final-4477c900e2dd8e31a3b70f25,3,Ag-Nd-Pd-Pt-Tb,0,0,0,0,2,5,0,27,1,0,0,27,0,0,0,0,0,0,10,27,0,0,0,0,0,27,0,0,27,0,0,0,0,27,0,0,0,0,0,1,0,0,0,0,0,27,0.49987664818763733,0.5006553530693054,0,0.3,6,570.3555844649673,0,53,272,272,"{""generate_structures"":12,""query_structures"":1,""score_buffer"":3,""select_for_evaluation"":11}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.51,3,baseline_reference,10,component-final-8105dcb6063a8c1ee4d7a3df,4,Ag-Nd-Pd-Pt-Tb,0,0,0,0,0,3,0,13,0,0,0,13,0,0,0,0,0,0,10,13,0,0,0,0,0,13,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13,0.49993377923965454,0.5002337694168091,0,0.3,4,200.2917622588575,0,53,0,,"{""generate_structures"":3,""select_for_evaluation"":10}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.46,4,full_support_aware,10,support-final-6c28174809966ea018c63137,2,Ag-Nd-Pd-Pt-Tb,1,0,0,0,0,4,0,15,0,0,0,0,11,5,1,0,0,0,10,16,0,0,0,0,0,0,0,0,15,0,0,0,5,0,11,0,0,0,0,0,1,1,1,0,0,16,0.49935251474380493,0.5007373094558716,0,0.4,5,975.4317492758855,716.0479808077216,53,0,,"{""generate_structures"":5,""select_for_evaluation"":10}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.6,6,full_support_aware,10,support-final-d3ad42e7f0dde4d4ca7c4597,3,Ag-Nd-Pd-Pt-Tb,0,0,0,0,2,6,0,17,0,0,0,0,10,7,0,0,0,0,10,17,0,0,0,0,0,0,0,0,17,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,17,0.49938082695007324,0.5007247924804688,0,0.7,3,895.1963075520471,542.8037537061609,53,144,144,"{""generate_structures"":6,""score_buffer"":1,""select_for_evaluation"":10}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.51,3,full_support_aware,10,support-final-30f1e953c1dbaef67ba1cbfd,4,Ag-Nd-Pd-Pt-Tb,2,0,0,0,0,3,0,14,1,0,1,0,7,9,1,0,0,0,10,16,0,0,1,1,1,0,1,1,14,0,0,0,9,0,7,0,0,0,0,2,1,1,2,0,0,15,0.4994775652885437,0.5002636909484863,0,1.0,1,787.8321098983288,521.6222075968981,53,0,,"{""generate_structures"":2,""query_structures"":1,""select_for_evaluation"":11}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.77,7,baseline_reference,10,component-final-65359526d44b738db68c8fa8,2,Al-Hg-K-Mg-W,2,0,0,0,2,7,0,18,1,0,3,21,0,0,0,0,2,0,10,21,0,0,0,0,0,21,1,0,19,0,0,0,0,21,0,0,0,0,0,2,0,0,3,0,0,18,0.49986591935157776,0.5002645254135132,0,0.8,3,350.1016256734729,0,59,7,7,"{""generate_structures"":6,""score_buffer"":1,""select_for_evaluation"":11}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,baseline_reference,10,component-final-d006a0b67ef88cf1f691d6ec,3,Al-Hg-K-Mg-W,0,0,0,0,1,0,0,22,0,0,0,22,0,0,0,0,0,0,10,22,0,0,0,0,0,22,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22,0.4998515546321869,0.5004367232322693,0,0.2,8,650.6531161060557,0,59,247,247,"{""generate_structures"":9,""score_buffer"":3,""select_for_evaluation"":10}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,baseline_reference,10,component-final-1cf14bfc386a48587fb3d44f,4,Al-Hg-K-Mg-W,1,0,0,0,3,0,0,21,2,0,1,22,0,0,0,0,1,0,10,22,0,0,0,0,0,22,1,0,21,0,0,0,0,22,0,0,0,0,0,2,0,0,1,0,0,21,0.4998425841331482,0.5002196431159973,0,0.5,3,387.13527828175575,0,59,92,92,"{""generate_structures"":7,""score_buffer"":2,""select_for_evaluation"":12}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,full_support_aware,10,support-final-c3dbabc87b2a3c1267811fc6,2,Al-Hg-K-Mg-W,3,0,0,0,0,0,0,17,0,0,2,0,14,6,1,0,0,0,10,20,0,0,2,2,2,0,2,2,17,0,0,0,6,0,14,0,0,0,0,0,1,1,3,0,0,18,0.499517023563385,0.5009975433349609,0,0.4,5,1031.436831055209,613.3442092547193,59,29,29,"{""generate_structures"":5,""query_structures"":1,""score_buffer"":1,""select_for_evaluation"":10}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-2c0f949340478ff86b9f81d9,3,Al-Hg-K-Mg-W,1,0,0,0,3,0,0,22,4,0,0,0,16,7,1,0,0,0,10,23,0,0,0,0,0,0,0,0,22,0,0,0,7,0,16,0,0,0,0,4,1,1,1,0,0,23,0.49940335750579834,0.5009775757789612,0,0.4,4,1513.919641775079,901.351464714855,59,160,160,"{""generate_structures"":6,""score_buffer"":2,""select_for_evaluation"":14}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-142035217f6f1e4225b00a40,4,Al-Hg-K-Mg-W,1,0,0,0,2,0,0,16,0,0,0,0,7,10,1,0,0,0,10,17,0,0,0,0,0,0,0,0,16,0,0,0,10,0,7,0,0,0,0,0,1,1,1,0,0,17,0.49943509697914124,0.500517725944519,0,1.0,1,810.3200541436672,411.5345232151449,59,91,91,"{""generate_structures"":5,""score_buffer"":1,""select_for_evaluation"":10}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,baseline_reference,10,component-final-c17930ac49e496ac3296f57e,2,Al-Lu-Pt-Rb-Sm,0,0,0,0,1,0,0,19,1,0,0,19,0,0,0,0,0,0,10,19,0,0,0,0,0,19,0,0,19,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,19,0.4998609125614166,0.5003490447998047,0,0.3,7,408.37466463819146,0,46,71,71,"{""generate_structures"":5,""score_buffer"":3,""select_for_evaluation"":11}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.23,3,baseline_reference,10,component-final-4cc5602a266350a3ae17a310,3,Al-Lu-Pt-Rb-Sm,0,0,0,0,1,3,0,22,0,0,0,22,0,0,0,0,0,0,10,22,0,0,0,0,0,22,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22,0.49991193413734436,0.5005266666412354,0,0.4,4,542.1804403793067,0,46,233,233,"{""generate_structures"":9,""score_buffer"":3,""select_for_evaluation"":10}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.07,1,baseline_reference,10,component-final-ae7ed12937b3f100fde020f2,4,Al-Lu-Pt-Rb-Sm,0,0,0,0,0,1,0,20,1,0,0,20,0,0,0,0,0,0,10,20,0,0,0,0,0,20,0,0,20,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,20,0.4998709261417389,0.5002647042274475,0,0.3,6,280.3296998478472,0,46,0,,"{""generate_structures"":8,""query_structures"":1,""select_for_evaluation"":11}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.19,1,full_support_aware,10,support-final-5a61a9345b4783b8f063d9a7,2,Al-Lu-Pt-Rb-Sm,1,0,0,0,0,1,0,15,1,0,1,0,10,6,0,0,0,0,10,16,0,0,1,1,1,0,1,1,15,0,0,0,6,0,10,0,0,0,0,1,0,0,1,0,0,15,0.49905216693878174,0.5010146498680115,0,0.3,5,1192.8758453363553,875.3799139754847,46,0,,"{""generate_structures"":3,""query_structures"":1,""select_for_evaluation"":11}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-b502ccb4f8782f2d8b1c3e47,3,Al-Lu-Pt-Rb-Sm,1,0,0,0,4,0,0,27,6,0,1,0,25,3,0,0,0,0,10,28,0,0,1,1,1,0,1,1,27,0,0,0,3,0,25,0,0,0,0,6,0,0,1,0,0,27,0.4993194043636322,0.5007086396217346,0,0.3,5,1672.494206934236,1018.1790748024359,46,143,143,"{""generate_structures"":9,""query_structures"":1,""score_buffer"":1,""select_for_evaluation"":16}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.43,3,full_support_aware,10,support-final-9bb7926ba1d6632718ebbc3a,4,Al-Lu-Pt-Rb-Sm,0,0,0,0,0,3,0,12,0,0,0,0,7,5,0,0,0,0,10,12,0,0,0,0,0,0,0,0,12,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,12,0.49946555495262146,0.5009248852729797,0,0.4,4,896.6372969672084,622.4171634092927,46,0,,"{""generate_structures"":2,""select_for_evaluation"":10}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,baseline_reference,10,component-final-b28b5fc4a83fc07263b11366,2,Ca-Fe-Gd-Pb-Tb,1,0,0,0,1,0,0,21,2,0,1,22,0,0,0,0,1,0,10,22,0,0,0,0,0,22,1,0,21,0,0,0,0,22,0,0,0,0,0,2,0,0,1,0,0,21,0.49987831711769104,0.5003252625465393,0,0.3,7,471.18553949985653,0,23,69,69,"{""generate_structures"":6,""score_buffer"":3,""select_for_evaluation"":12}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,baseline_reference,10,component-final-6abc8e718c069a146b0c5e5b,3,Ca-Fe-Gd-Pb-Tb,1,0,0,0,1,0,0,24,3,0,2,26,0,0,0,0,1,0,10,26,0,0,0,0,0,26,0,0,25,0,0,0,0,26,0,0,0,0,0,3,0,0,2,0,0,24,0.49986031651496887,0.500266432762146,0,0.3,7,676.4291878277436,0,23,228,228,"{""generate_structures"":9,""score_buffer"":2,""select_for_evaluation"":13}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,baseline_reference,10,component-final-532a361b05032f301afc1699,4,Ca-Fe-Gd-Pb-Tb,1,0,0,0,0,0,0,16,0,0,1,17,0,0,0,0,1,0,10,17,0,0,0,0,0,17,1,0,16,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,16,0.4998919665813446,0.5003138780593872,0,0.3,5,333.2459119623527,0,23,76,76,"{""generate_structures"":5,""score_buffer"":1,""select_for_evaluation"":10}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,full_support_aware,10,support-final-2bdf4f4539b5b6ae72a60fac,2,Ca-Fe-Gd-Pb-Tb,1,0,0,0,7,0,0,26,12,0,1,0,5,22,0,0,0,0,10,27,0,0,1,1,1,0,1,1,26,0,0,0,22,0,5,0,0,0,0,12,0,0,1,0,0,26,0.49909207224845886,0.500729501247406,0,0.5,3,1069.5308801373467,537.6780995605513,23,0,,"{""generate_structures"":3,""get_buffer_stats"":1,""select_for_evaluation"":22}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-acda679def71028b23706c2f,3,Ca-Fe-Gd-Pb-Tb,0,0,0,0,0,0,0,16,1,0,0,0,7,9,0,0,0,0,10,16,0,0,0,0,0,0,0,0,16,0,0,0,9,0,7,0,0,0,0,1,0,0,0,0,0,16,0.4986880421638489,0.5008431673049927,0,0.5,4,694.0133038088679,364.88119189068675,23,0,,"{""generate_structures"":5,""select_for_evaluation"":11}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-28b4fd45d1819442599e5943,4,Ca-Fe-Gd-Pb-Tb,2,0,0,0,2,0,0,20,4,0,2,0,8,14,0,0,0,0,10,22,0,0,2,2,2,0,2,2,20,0,0,0,14,0,8,0,0,0,0,4,0,0,2,0,0,20,0.4987800717353821,0.5008750557899475,0,0.3,5,879.1434437027201,412.6852700076997,23,52,52,"{""generate_structures"":3,""get_buffer_stats"":1,""query_structures"":1,""score_buffer"":1,""select_for_evaluation"":14}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,baseline_reference,10,component-final-a513710c85a55f372c5d8c88,2,Co-Hg-Mg-Sr-W,0,0,0,0,2,0,0,19,0,0,0,19,0,0,0,0,0,0,10,19,0,0,0,0,0,19,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19,0.49989351630210876,0.500486433506012,0,0.3,5,577.71304147318,0,78,153,153,"{""generate_structures"":6,""score_buffer"":3,""select_for_evaluation"":10}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,baseline_reference,10,component-final-64e47eadb495964256adfe81,3,Co-Hg-Mg-Sr-W,2,0,0,0,2,0,0,27,0,0,2,29,0,0,0,0,2,0,10,29,0,0,0,0,0,29,2,0,27,0,0,0,0,29,0,0,0,0,0,1,0,0,2,0,0,27,0.49986281991004944,0.5006507039070129,0,0.4,5,570.6305083194748,0,78,135,135,"{""generate_structures"":13,""score_buffer"":4,""select_for_evaluation"":10}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,baseline_reference,10,component-final-224d04eaabe5456c3162051a,4,Co-Hg-Mg-Sr-W,0,0,0,0,1,0,0,14,1,0,0,14,0,0,0,0,0,0,10,14,0,0,0,0,0,14,0,0,14,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,14,0.4999803304672241,0.5002694725990295,0,0.3,5,248.3505577556789,0,78,0,,"{""generate_structures"":3,""select_for_evaluation"":11}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,full_support_aware,10,support-final-3a3a869a8793e7c692b548cd,2,Co-Hg-Mg-Sr-W,1,0,0,0,0,0,0,13,0,0,0,0,4,10,1,0,0,0,10,14,0,0,0,0,0,0,0,0,13,0,0,0,10,0,4,0,0,0,0,0,1,1,1,0,0,14,0.49970942735671997,0.5008549690246582,0,0.5,3,679.694156890735,395.3679600637406,78,31,31,"{""generate_structures"":2,""score_buffer"":1,""select_for_evaluation"":10}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-f9c14019936954a64d23b95b,3,Co-Hg-Mg-Sr-W,0,0,0,0,4,0,0,22,4,0,0,0,14,8,0,0,0,0,10,22,0,0,0,0,0,0,0,0,22,0,0,0,8,0,14,0,0,0,0,4,0,0,0,0,0,22,0.4991922378540039,0.5008574724197388,0,0.5,4,1602.3809926565737,966.2197788963094,78,158,158,"{""generate_structures"":7,""score_buffer"":1,""select_for_evaluation"":14}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-2102d03048df4cb242e0ff09,4,Co-Hg-Mg-Sr-W,0,0,0,0,0,0,0,15,1,0,0,0,9,6,0,0,0,0,10,15,0,0,0,0,0,0,0,0,15,0,0,0,6,0,9,0,0,0,0,1,0,0,0,0,0,15,0.49959632754325867,0.5007168054580688,0,0.5,3,936.3884960399009,605.7694544391707,78,47,47,"{""generate_structures"":3,""score_buffer"":1,""select_for_evaluation"":11}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.34,4,baseline_reference,10,component-final-9cf49217c4fb8cde38e7330c,2,Cr-Fe-Lu-Pt-Sc,1,0,0,0,1,4,0,25,7,0,2,27,0,0,0,0,1,0,10,27,0,0,0,0,0,27,0,0,26,0,0,0,0,27,0,0,0,0,0,10,0,0,2,0,0,25,0.4999278783798218,0.5006356835365295,0,0.3,6,414.9498953409493,0,32,0,,"{""generate_structures"":6,""score_buffer"":2,""select_for_evaluation"":17}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,baseline_reference,10,component-final-b9159a1f0378fcfcd0e1d667,3,Cr-Fe-Lu-Pt-Sc,0,0,0,0,3,0,0,22,1,0,0,22,0,0,0,0,0,0,10,22,0,0,0,0,0,22,0,0,22,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,22,0.4998612701892853,0.500237762928009,0,0.3,5,585.096407388337,0,32,227,227,"{""generate_structures"":8,""score_buffer"":3,""select_for_evaluation"":11}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,baseline_reference,10,component-final-fcda402ce1a7c8e4ecf13096,4,Cr-Fe-Lu-Pt-Sc,1,0,0,0,0,0,0,15,1,0,1,16,0,0,0,0,1,0,10,16,0,0,0,0,0,16,1,0,15,0,0,0,0,16,0,0,0,0,0,1,0,0,1,0,0,15,0.4999876022338867,0.5003406405448914,0,0.6,3,274.73577915597707,0,32,0,,"{""generate_structures"":4,""select_for_evaluation"":11}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,full_support_aware,10,support-final-9e8cef5805e83a07574eb99f,2,Cr-Fe-Lu-Pt-Sc,1,0,0,0,5,0,0,26,7,0,1,0,24,3,0,0,0,0,10,27,0,0,1,1,1,0,1,1,26,0,0,0,3,0,24,0,0,0,0,7,0,0,1,0,0,26,0.4990043342113495,0.5009847283363342,0,0.7,3,1504.2170715332031,954.9120373558253,32,89,89,"{""generate_structures"":5,""query_structures"":1,""score_buffer"":3,""select_for_evaluation"":17}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-c34e04be300f0c5f430c387c,3,Cr-Fe-Lu-Pt-Sc,0,0,0,0,0,0,0,18,4,0,0,0,9,9,0,0,0,0,10,18,0,0,0,0,0,0,0,0,18,0,0,0,9,0,9,0,0,0,0,4,0,0,0,0,0,18,0.49899056553840637,0.5007819533348083,0,0.6,2,898.2964323200285,503.00319111160934,32,0,,"{""generate_structures"":4,""select_for_evaluation"":14}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-1674c98146b1c7b360ca7907,4,Cr-Fe-Lu-Pt-Sc,0,0,0,0,1,0,0,12,1,0,0,0,4,8,0,0,0,0,10,12,0,0,0,0,0,0,0,0,12,0,0,0,8,0,4,0,0,0,0,1,0,0,0,0,0,12,0.4984667897224426,0.5007660984992981,0,0.9,2,680.0912990188226,368.413379133679,32,0,,"{""generate_structures"":1,""select_for_evaluation"":11}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.17,1,baseline_reference,10,component-final-6d5788088f572deb59826e4b,2,Ho-In-Mg-Pd-Zr,0,0,0,0,4,1,0,22,1,0,0,22,0,0,0,0,0,0,10,22,0,0,0,0,0,22,0,0,22,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,22,0.4998869001865387,0.5002959966659546,0,0.7,4,448.9155487380922,0,126,209,209,"{""generate_structures"":8,""score_buffer"":3,""select_for_evaluation"":11}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.07,1,baseline_reference,10,component-final-b6bb705f33cda63a3a660cac,3,Ho-In-Mg-Pd-Zr,1,0,0,0,2,1,0,25,3,0,1,26,0,0,0,0,1,0,10,26,0,0,0,0,0,26,1,0,25,0,0,0,0,26,0,0,0,0,0,3,0,0,1,0,0,25,0.49980637431144714,0.5002482533454895,0,0.4,6,597.1493658460677,0,126,200,200,"{""generate_structures"":8,""list_compositions"":1,""score_buffer"":3,""select_for_evaluation"":13}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,baseline_reference,10,component-final-c246d769152139fcab5c4e2b,4,Ho-In-Mg-Pd-Zr,0,0,0,0,1,0,0,19,2,0,0,19,0,0,0,0,0,0,10,19,0,0,0,0,0,19,0,0,19,0,0,0,0,19,0,0,0,0,0,2,0,0,0,0,0,19,0.49988725781440735,0.5002451539039612,0,0.2,9,474.7743704589084,0,126,146,146,"{""generate_structures"":5,""score_buffer"":2,""select_for_evaluation"":12}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.42,4,full_support_aware,10,support-final-9389374cf75d2e5afbad8e5b,2,Ho-In-Mg-Pd-Zr,1,0,0,0,1,4,0,20,4,0,1,0,15,6,0,0,0,0,10,21,0,0,1,1,1,0,1,1,20,0,0,0,6,0,15,0,0,0,0,4,0,0,1,0,0,20,0.4990334212779999,0.5009086728096008,0,0.3,5,1368.8649781621061,970.2894362569787,126,0,,"{""generate_structures"":6,""select_for_evaluation"":14}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-6035442f1876211a63d2cc4e,3,Ho-In-Mg-Pd-Zr,1,0,0,0,2,0,0,18,1,0,0,0,10,9,1,0,0,0,10,19,0,0,0,0,0,0,0,0,18,0,0,0,9,0,10,0,0,0,0,1,1,1,1,0,0,19,0.4991784393787384,0.500639021396637,0,0.5,4,972.3828095369972,544.2099212300964,126,96,96,"{""generate_structures"":6,""score_buffer"":1,""select_for_evaluation"":11}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-d1780b8b95311989d6038d2c,4,Ho-In-Mg-Pd-Zr,0,0,0,0,1,0,0,13,2,0,0,0,0,13,0,0,0,0,10,13,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,13,0.4990343749523163,0.5006453394889832,0,0.6,3,404.56281607970595,144.24671063758433,126,0,,"{""generate_structures"":1,""select_for_evaluation"":12}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
